,id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,churn
45,999,0,0,5.53,13,0.7160392094986286,0,0.0,0.0,0,1
46,1006,1,0,10.26,17,0.7160392094986286,0,0.0,0.0,0,1
47,1038,0,0,5.7,0,0.7160392094986286,0,0.0,0.0,0,1
48,1048,0,0,7.79,10,0.7160392094986286,0,0.0,0.0,0,1
49,1051,1,1,8.13,22,0.7160392094986286,0,10.2,7.4,0,1
50,1061,0,0,10.8,0,0.7160392094986286,0,0.0,0.0,0,1
51,1075,1,1,11.93,23,1.85,0,17.5,5.9,0,0
52,1151,0,0,11.93,24,0.7160392094986286,0,43.68991139610236,4.192075723644831,0,0
53,1162,1,0,11.93,33,0.7160392094986286,0,40.9,2.0,0,0
54,1169,1,1,11.93,24,0.7160392094986286,0,43.68991139610236,4.192075723644831,0,0
55,1201,0,0,5.7,10,0.7160392094986286,0,0.0,0.0,0,1
56,1206,1,0,9.18,20,0.7160392094986286,0,0.0,0.0,0,1
57,1226,0,0,9.75,0,0.7160392094986286,0,0.0,0.0,0,1
58,1266,1,1,11.93,16,1.56,0,28.3,2.1,0,0
59,1281,0,0,5.62,0,0.7160392094986286,0,0.0,0.0,0,1
60,1296,1,0,6.79,17,0.45,0,0.0,0.0,0,1
61,1311,0,0,5.1,13,0.7160392094986286,0,0.0,0.0,0,1
62,1327,0,0,7.61,13,0.7160392094986286,0,0.0,0.0,0,1
63,1413,0,0,11.93,24,0.7160392094986286,0,43.68991139610236,4.192075723644831,0,0
64,1414,0,0,5.28,13,0.7160392094986286,0,0.0,0.0,0,1
65,1416,0,0,7.64,39,0.7160392094986286,0,0.0,0.0,0,1
66,1455,0,0,6.97,14,0.7160392094986286,0,0.0,0.0,0,1
67,1457,1,1,6.92,0,0.7160392094986286,0,0.0,0.0,0,1
68,1492,1,1,11.93,20,1.8,1,62.6,5.2,0,0
69,1517,1,0,11.93,37,0.44,0,26.5,2.2,0,0
70,1522,1,1,11.93,10,1.21,0,10.1,0.3,0,0
71,1568,0,0,5.62,0,0.7160392094986286,0,0.0,0.0,0,1
72,1662,1,1,11.93,21,0.21,0,48.2,2.9,0,0
73,1664,0,0,9.21,24,0.7160392094986286,0,0.0,0.0,0,1
74,1684,0,0,5.72,0,0.7160392094986286,0,0.0,0.0,0,1
75,1693,0,0,5.62,0,0.7160392094986286,0,0.0,0.0,0,1
76,1694,0,0,6.12,14,0.7160392094986286,0,0.0,0.0,0,1
77,1709,0,0,11.93,56,0.7160392094986286,6,117.3,15.1,0,0
78,1717,1,0,10.08,20,0.7160392094986286,0,0.0,0.0,0,1
79,1733,0,0,6.81,12,0.7160392094986286,0,0.0,0.0,0,1
80,1744,1,1,8.19,14,0.0,4,11.5,2.0,0,1
81,1746,0,0,8.04,17,0.7160392094986286,0,0.0,0.0,0,1
82,1778,0,0,6.23,14,0.7160392094986286,0,0.0,0.0,0,1
83,1783,0,0,11.93,69,0.52,1,584.6,21.3,0,0
84,1793,0,0,11.93,33,0.7160392094986286,2,54.7,3.1,0,0
85,1805,0,0,11.93,24,0.7160392094986286,0,43.68991139610236,4.192075723644831,0,0
86,1810,1,1,11.93,40,1.1,0,446.2,8.9,0,0
87,1844,1,1,5.99,24,0.7160392094986286,0,0.0,0.0,0,1
88,1878,1,0,11.93,24,0.7160392094986286,0,2.9,0.3,0,0
89,1893,1,1,8.38,46,0.0,0,10.8,0.9,0,1
90,1901,0,0,8.25,50,0.0,1,95.1,7.0,0,1
91,1915,1,0,11.09,15,0.7160392094986286,0,0.0,0.0,0,1
92,1917,1,1,11.93,10,1.2,0,26.7,2.6,0,0
93,1934,0,0,7.29,14,0.7160392094986286,1,10.2,0.8,0,1
94,1947,0,0,5.34,53,0.7160392094986286,0,0.0,0.0,0,1
95,1950,1,1,11.93,15,1.66,0,2.8,0.2,0,0
96,1965,0,0,8.72,40,0.7160392094986286,0,161.6,17.0,0,1
97,1966,0,0,5.52,13,0.7160392094986286,0,0.0,0.0,0,1
98,1975,1,0,11.93,30,0.97,0,168.6,15.6,0,0
99,1977,1,0,7.81,24,0.7160392094986286,1,12.2,1.0,0,1
100,2005,1,1,12.8,0,0.7160392094986286,0,0.0,0.0,0,1
101,2008,0,0,11.93,56,0.7160392094986286,0,1140.3,65.4,0,0
102,2017,1,1,6.29,14,0.7160392094986286,0,0.0,0.0,0,1
103,2047,0,0,8.75,21,0.7160392094986286,0,13.7,1.7,0,1
104,2097,1,1,5.62,0,0.7160392094986286,0,0.0,0.0,0,1
105,2110,0,0,5.62,0,0.7160392094986286,0,0.0,0.0,0,1
106,2116,0,0,6.42,0,0.7160392094986286,0,0.0,0.0,0,1
107,2122,0,0,6.35,22,0.7160392094986286,2,0.0,0.0,0,1
108,2135,0,0,6.24,11,0.7160392094986286,0,0.0,0.0,0,1
109,2142,0,0,5.14,14,0.7160392094986286,0,0.0,0.0,0,1
110,2202,0,0,7.22,14,0.7160392094986286,0,0.0,0.0,0,1
111,2203,0,0,9.38,20,0.7160392094986286,1,2.0,0.2,0,1
112,2238,0,0,7.82,8,0.7160392094986286,0,0.0,0.0,0,1
113,2248,1,0,11.93,25,0.4,0,43.68991139610236,4.192075723644831,0,0
114,2252,1,0,9.59,25,0.7160392094986286,10,77.5,4.8,0,1
115,2290,1,0,8.27,22,0.7160392094986286,5,96.1,5.7,0,1
116,2334,1,0,10.55,22,0.0,0,5.0,0.4,0,1
117,2371,0,0,5.64,14,0.7160392094986286,0,0.0,0.0,0,1
118,2416,1,0,8.36,0,0.7160392094986286,0,0.0,0.0,0,1
119,2499,0,0,6.54,0,0.7160392094986286,3,0.0,0.0,3,1
120,2538,0,0,7.09,7,0.7160392094986286,0,0.0,0.0,0,1
121,2567,1,1,11.93,59,0.46,0,78.2,36.4,0,0
122,2581,1,0,6.83,12,0.7160392094986286,0,0.0,0.0,0,1
123,2587,1,1,9.23,20,0.7160392094986286,0,0.0,0.0,0,1
124,2684,0,0,5.62,0,0.7160392094986286,0,0.0,0.0,0,1
125,2705,0,0,5.62,0,0.7160392094986286,0,0.0,0.0,0,1
126,2733,1,0,11.93,25,0.04,0,24.6,3.5,0,0
127,2760,0,0,10.24,0,0.7160392094986286,0,0.0,0.0,0,1
128,2781,1,1,11.93,15,1.26,0,7.1,0.9,0,0
129,2790,1,0,9.96,29,0.7160392094986286,0,18.5,4.0,0,1
130,2796,0,0,5.47,16,0.7160392094986286,0,0.0,0.0,0,1
131,2839,1,1,11.93,21,1.74,0,111.9,6.6,0,0
132,2852,0,0,11.93,24,0.7160392094986286,0,43.68991139610236,4.192075723644831,0,0
133,2858,1,1,8.45,37,0.7160392094986286,2,10.1,1.6,0,1
134,2882,0,0,7.04,13,0.7160392094986286,0,0.0,0.0,0,1
135,2903,1,0,11.93,24,0.7160392094986286,0,10.0,0.7,0,0
136,2926,1,1,11.93,34,1.68,2,265.7,18.4,0,0
137,2943,0,0,11.93,24,0.7160392094986286,0,0.7,0.1,0,0
138,2945,0,0,5.7,0,0.7160392094986286,0,0.0,0.0,0,1
139,2997,0,0,5.25,0,0.7160392094986286,0,0.0,0.0,0,1
140,3017,1,1,11.7,24,0.7160392094986286,0,0.0,0.0,0,1
141,3033,0,0,11.51,24,0.7160392094986286,0,0.0,0.0,0,1
142,3061,1,0,5.51,0,0.7160392094986286,0,0.0,0.0,0,1
143,3086,1,1,11.93,17,1.77,0,14.1,1.0,0,0
144,3121,1,0,10.19,14,0.7160392094986286,0,29.0,2.0,0,1
145,3133,1,0,11.93,21,0.12,0,107.3,2.7,0,0
146,3175,0,0,6.26,13,0.7160392094986286,0,0.0,0.0,0,1
147,3191,1,0,7.91,24,0.7160392094986286,0,11.4,1.6,0,1
148,3196,0,0,5.62,0,0.7160392094986286,0,0.0,0.0,0,1
149,3199,1,0,5.3,12,0.7160392094986286,0,0.0,0.0,3,1
150,3210,1,1,11.93,15,1.65,0,5.2,0.2,0,0
151,3226,0,0,8.33,18,0.7160392094986286,0,0.0,0.0,0,1
152,3233,0,0,9.06,20,0.7160392094986286,0,0.0,0.0,0,1
153,3252,1,0,11.89,24,0.7160392094986286,0,0.0,0.0,0,1
154,3267,1,0,7.85,5,0.7160392094986286,0,0.0,0.0,0,1
155,3274,0,0,7.21,10,0.7160392094986286,0,0.0,0.0,0,1
156,3288,0,0,7.31,14,0.7160392094986286,0,2.5,0.2,0,1
157,3329,0,0,7.44,22,0.7160392094986286,2,18.1,2.6,0,1
158,3374,0,0,5.34,0,0.7160392094986286,0,0.0,0.0,0,1
159,3388,0,0,12.16,0,0.7160392094986286,0,0.0,0.0,0,1
160,3410,1,1,11.93,15,1.32,1,68.8,3.9,0,0
161,3433,0,0,6.92,21,0.33,1,0.0,0.0,0,1
162,3448,1,1,10.56,0,0.7160392094986286,0,0.0,0.0,0,1
163,3455,1,1,11.93,48,1.01,1,113.2,7.6,0,0
164,3473,0,0,5.53,0,0.7160392094986286,0,0.0,0.0,0,1
165,3475,0,0,5.61,0,0.7160392094986286,0,0.0,0.0,0,1
166,3476,1,0,8.95,42,0.0,0,37.6,5.6,0,1
167,3477,0,0,5.69,13,0.7160392094986286,0,0.0,0.0,0,1
168,3488,1,0,11.93,22,1.06,0,11.4,0.5,0,0
169,3521,0,0,5.94,0,0.7160392094986286,0,0.0,0.0,0,1
170,3531,0,0,5.47,0,0.7160392094986286,0,0.0,0.0,0,1
171,3547,0,0,7.73,0,0.7160392094986286,0,0.0,0.0,0,1
172,3634,0,0,5.69,0,0.7160392094986286,0,0.0,0.0,0,1
173,3649,0,0,6.07,0,0.7160392094986286,0,0.0,0.0,0,1
174,3707,0,0,7.47,0,0.7160392094986286,0,0.0,0.0,0,1
175,3714,0,0,7.36,0,0.7160392094986286,0,0.0,0.0,0,1
176,3733,0,0,8.32,0,0.7160392094986286,0,0.0,0.0,0,1
177,3793,0,0,5.43,18,0.0,0,0.0,0.0,0,1
178,3861,0,0,6.46,0,0.7160392094986286,0,0.0,0.0,0,1
179,3926,1,1,11.06,22,0.0,0,7.1,0.8,0,1
180,3964,1,0,8.49,0,0.7160392094986286,0,0.0,0.0,0,1
181,4024,0,0,9.28,0,0.7160392094986286,0,0.0,0.0,0,1
182,4032,0,0,6.45,14,0.7160392094986286,0,0.0,0.0,0,1
183,4045,0,0,6.41,21,0.0,0,0.0,0.0,0,1
184,4082,1,0,11.02,0,0.7160392094986286,0,0.0,0.0,0,1
185,4158,0,0,5.94,0,0.7160392094986286,0,0.0,0.0,0,1
186,4259,1,1,8.78,20,0.7160392094986286,0,3.0,0.5,0,1
187,4263,0,0,12.61,0,0.7160392094986286,0,0.0,0.0,0,1
188,4271,1,1,12.44,21,0.7160392094986286,0,4.8,0.1,0,1
189,4297,1,0,8.05,0,0.7160392094986286,0,0.0,0.0,0,1
190,4347,0,0,5.69,0,0.7160392094986286,0,0.0,0.0,0,1
191,4389,1,1,11.93,19,1.88,0,52.4,2.2,0,0
192,4424,0,0,5.61,0,0.7160392094986286,0,0.0,0.0,0,1
193,4434,0,0,5.25,13,0.7160392094986286,0,0.0,0.0,0,1
194,4448,1,0,7.65,0,0.7160392094986286,1,19.3,5.2,0,1
195,4479,0,0,9.56,0,0.7160392094986286,0,0.0,0.0,0,1
196,4518,0,0,5.98,0,0.7160392094986286,0,0.0,0.0,0,1
197,4521,0,0,6.27,0,0.7160392094986286,0,0.0,0.0,0,1
198,4522,0,0,10.06,0,0.7160392094986286,0,0.0,0.0,0,1
199,4526,1,1,12.19,0,0.7160392094986286,0,0.0,0.0,0,1
200,4537,0,0,5.61,0,0.7160392094986286,0,0.0,0.0,0,1
201,4544,0,0,7.45,0,0.7160392094986286,0,0.0,0.0,0,1
202,4556,0,0,9.99,0,0.7160392094986286,0,0.0,0.0,0,1
203,4579,0,0,7.08,0,0.7160392094986286,0,0.0,0.0,0,1
204,4612,0,0,9.57,0,0.7160392094986286,0,0.0,0.0,0,1
205,4645,0,0,5.37,0,0.7160392094986286,0,0.0,0.0,0,1
206,4667,0,0,7.08,0,0.7160392094986286,0,0.0,0.0,0,1
207,4672,0,0,11.93,24,0.7160392094986286,4,3.9,0.4,0,0
208,4674,0,0,7.32,20,0.7160392094986286,0,14.2,0.6,0,1
209,4692,0,0,8.36,0,0.7160392094986286,0,0.0,0.0,0,1
210,4700,1,1,6.28,24,0.7160392094986286,2,0.0,0.0,0,1
211,4711,0,0,5.12,0,0.7160392094986286,0,0.0,0.0,0,1
212,4781,1,1,11.92,10,1.26,0,23.6,1.7,0,0
213,4782,1,0,5.98,21,0.7160392094986286,0,0.0,0.0,0,1
214,4785,1,1,11.92,32,0.99,0,0.0,0.0,0,0
215,4819,0,0,5.42,13,0.7160392094986286,0,0.0,0.0,0,1
216,4828,0,0,7.87,0,0.7160392094986286,0,0.0,0.0,0,1
217,4843,1,1,7.17,22,0.7160392094986286,0,2.9,0.3,0,1
218,4877,0,0,9.55,0,0.7160392094986286,0,0.0,0.0,0,1
219,4897,0,0,6.05,14,0.7160392094986286,0,0.0,0.0,0,1
220,4941,0,0,10.19,0,0.7160392094986286,0,0.0,0.0,0,1
221,4950,0,0,5.63,14,0.7160392094986286,0,0.0,0.0,0,1
222,4967,1,0,7.77,0,0.7160392094986286,0,0.0,0.0,0,1
223,4973,0,0,9.55,18,0.7160392094986286,0,0.0,0.0,0,1
224,4985,1,0,6.14,12,0.7160392094986286,1,0.0,0.0,0,1
225,5000,1,1,12.12,20,0.7160392094986286,0,0.3,0.7,0,1
226,5110,0,0,5.85,14,0.7160392094986286,0,0.0,0.0,0,1
227,5182,0,0,7.35,12,0.7160392094986286,0,0.0,0.0,0,1
228,5188,1,1,11.92,33,0.7160392094986286,0,43.68991139610236,4.192075723644831,0,0
229,5194,1,1,6.55,14,0.7160392094986286,1,0.0,0.0,0,1
230,5198,1,1,8.85,0,0.7160392094986286,0,0.0,0.0,0,1
231,5225,1,1,11.92,24,0.7160392094986286,0,37.0,5.8,0,0
232,5248,0,0,5.12,0,0.7160392094986286,0,0.0,0.0,0,1
233,5292,1,1,6.03,0,0.7160392094986286,0,0.0,0.0,0,1
234,5308,1,0,11.92,31,0.7160392094986286,0,0.3,0.0,0,0
235,5325,1,1,11.92,24,0.7160392094986286,0,0.1,0.0,0,0
236,5338,1,1,11.92,24,1.01,0,36.7,1.9,0,0
237,5347,0,0,5.56,0,0.7160392094986286,0,0.0,0.0,0,1
238,5355,1,1,10.47,7,0.7160392094986286,0,0.0,0.0,0,1
239,5422,1,1,11.92,16,1.79,0,34.2,2.3,0,0
240,5442,0,0,11.92,24,0.7160392094986286,0,43.68991139610236,4.192075723644831,0,0
241,5449,0,0,6.95,1,0.7160392094986286,0,0.0,0.0,0,1
242,5472,0,0,9.72,8,0.7160392094986286,1,6.5,0.6,0,1
243,5510,0,0,12.34,22,0.7160392094986286,0,0.0,0.0,0,1
244,5516,1,0,11.17,33,0.7160392094986286,0,0.0,0.0,0,1
245,5636,0,0,8.55,14,0.0,0,14.4,0.8,3,1
246,5660,1,0,8.82,21,0.7160392094986286,0,3.3,0.3,0,1
247,5680,1,0,6.18,14,0.7160392094986286,0,0.0,0.0,0,1
248,5684,1,0,8.98,24,0.7160392094986286,1,27.1,9.4,0,1
249,5694,1,0,11.92,24,0.7160392094986286,0,43.68991139610236,4.192075723644831,0,0
250,5721,1,0,11.92,21,0.33,0,31.4,5.0,0,0
251,5746,1,1,10.09,59,0.7160392094986286,2,27.1,23.9,0,1
252,5754,0,0,6.08,14,0.7160392094986286,0,0.0,0.0,0,1
253,5767,1,0,6.37,14,0.7160392094986286,0,0.0,0.0,0,1
254,5780,0,0,7.58,13,0.7160392094986286,0,1.6,0.2,0,1
255,5786,1,0,11.92,19,1.78,1,30.3,1.3,0,0
256,5793,0,0,9.42,32,0.7160392094986286,0,23.2,5.3,0,1
257,5872,1,0,11.92,21,1.93,1,125.2,6.6,0,0
258,5896,0,0,11.92,59,0.7160392094986286,0,43.68991139610236,4.192075723644831,0,0
259,5960,0,0,6.55,20,0.7160392094986286,2,0.0,0.0,0,1
260,5969,1,0,11.89,0,0.7160392094986286,0,0.0,0.0,0,1
261,6003,0,0,7.41,21,0.7160392094986286,1,2.4,0.9,0,1
262,6009,0,0,5.28,0,0.7160392094986286,0,0.0,0.0,0,1
263,6016,1,0,7.05,23,0.7160392094986286,3,0.0,0.0,0,1
264,6034,0,0,8.32,12,0.0,0,4.9,0.6,0,1
265,6115,0,0,6.19,53,0.7160392094986286,2,0.0,0.0,0,1
266,6147,1,0,7.32,21,0.7160392094986286,0,2.9,0.1,0,1
267,6149,1,0,11.92,22,1.16,0,19.5,2.0,0,0
268,6171,1,1,12.76,10,0.57,0,22.3,4.4,0,1
269,6191,0,0,7.47,24,0.0,0,7.5,1.5,0,1
270,6192,1,0,8.52,19,0.7160392094986286,0,0.0,0.0,0,1
271,6194,1,1,11.92,17,1.95,0,7.3,0.8,0,0
272,6202,0,0,5.37,15,1.86,0,0.0,0.0,0,1
273,6219,0,0,7.04,0,0.7160392094986286,0,0.0,0.0,7,1
274,6222,1,0,6.84,0,0.7160392094986286,0,0.0,0.0,0,1
275,6223,1,1,11.92,29,0.23,0,16.1,1.0,0,0
276,6231,1,1,11.92,20,0.37,0,134.6,7.3,0,0
277,6270,0,0,5.73,13,0.7160392094986286,0,0.0,0.0,0,1
278,6277,0,0,10.36,18,0.7160392094986286,0,0.0,0.0,0,1
279,6283,1,1,11.92,22,1.96,0,62.2,5.1,0,0
280,6303,0,0,7.25,13,0.7160392094986286,0,0.0,0.0,0,1
281,6330,0,0,8.69,162,0.7160392094986286,0,0.0,0.0,0,1
282,6347,0,0,11.92,66,0.01,0,370.4,14.8,0,0
283,6372,1,0,9.45,26,0.0,0,11.0,2.6,0,1
284,6390,1,0,11.92,25,0.21,0,1.9,0.1,0,0
285,6424,0,0,5.55,14,0.7160392094986286,0,0.0,0.0,0,1
286,6492,1,0,11.42,22,0.0,0,15.5,1.2,0,1
287,6505,0,0,5.6,0,0.7160392094986286,0,0.0,0.0,0,1
288,6517,1,0,9.03,20,0.7160392094986286,0,2.1,0.4,0,1
289,6518,1,0,7.39,13,0.7160392094986286,0,12.7,0.6,0,1
290,6556,1,0,8.55,20,0.0,2,30.8,2.6,0,1
291,6558,1,0,6.48,35,0.7160392094986286,0,0.0,0.0,0,1
292,6572,0,0,5.44,14,0.7160392094986286,1,0.0,0.0,0,1
293,6597,0,0,5.25,13,0.7160392094986286,0,0.0,0.0,0,1
294,6614,0,0,5.85,22,0.7160392094986286,0,0.0,0.0,0,1
295,6617,1,1,11.13,17,0.0,1,2.5,0.1,0,1
296,6640,1,0,11.92,22,0.07,0,64.1,7.1,0,0
297,6689,1,0,11.74,24,0.7160392094986286,0,60.2,3.3,0,1
298,6691,0,0,5.77,14,0.7160392094986286,0,0.0,0.0,0,1
299,6727,0,0,5.6,0,0.7160392094986286,0,0.0,0.0,0,1
300,6777,1,1,10.8,21,0.0,0,8.0,1.3,0,1
301,6787,1,0,9.95,32,0.7160392094986286,0,5.6,0.3,0,1
302,6846,1,1,11.92,71,1.16,0,86.3,2.9,0,0
303,6848,0,0,5.6,0,0.7160392094986286,0,0.0,0.0,0,1
304,6851,1,0,11.92,22,1.44,0,70.2,2.5,0,0
305,6861,0,0,10.09,20,0.7160392094986286,0,0.0,0.0,0,1
306,6862,0,0,10.46,19,0.7160392094986286,0,0.0,0.0,0,1
307,6864,1,0,5.79,14,0.7160392094986286,0,0.0,0.0,0,1
308,6891,1,0,8.35,0,0.7160392094986286,0,0.0,0.0,0,1
309,6954,1,1,11.92,17,0.21,0,43.68991139610236,4.192075723644831,0,0
310,6956,0,0,5.64,20,0.0,1,0.0,0.0,0,1
311,6993,0,0,11.36,56,0.7160392094986286,0,0.0,0.0,0,1
312,7001,1,0,6.57,21,0.7160392094986286,0,0.0,0.0,0,1
313,7003,0,0,5.33,13,0.7160392094986286,0,0.0,0.0,0,1
314,7014,1,0,8.1,75,0.7160392094986286,0,39.4,1.7,0,1
315,7027,1,0,10.39,21,0.7160392094986286,0,0.0,0.0,0,1
316,7041,0,0,9.19,20,0.7160392094986286,0,0.0,0.0,0,1
317,7057,1,1,11.92,20,0.46,0,105.7,7.9,0,0
318,7083,0,0,5.6,0,0.7160392094986286,0,0.0,0.0,0,1
319,7100,0,0,10.89,0,0.7160392094986286,0,0.0,0.0,0,1
320,7115,1,1,11.92,65,0.15,0,22.5,1.0,0,0
321,7150,0,0,5.29,0,0.7160392094986286,0,0.0,0.0,0,1
322,7155,0,0,5.93,0,0.7160392094986286,0,0.0,0.0,0,1
323,7166,0,0,7.71,14,0.7160392094986286,0,2.0,0.5,0,1
324,7174,0,0,11.92,12,0.7160392094986286,0,2.9,0.1,2,0
325,7203,0,0,5.6,0,0.7160392094986286,0,0.0,0.0,0,1
326,7245,1,0,6.56,0,0.7160392094986286,0,0.0,0.0,0,1
327,7302,0,0,5.28,43,0.7160392094986286,0,0.0,0.0,0,1
328,7352,1,1,12.3,0,0.7160392094986286,0,0.0,0.0,0,1
329,7358,1,0,11.92,21,0.49,0,33.5,11.2,0,0
330,7369,0,0,6.7,23,0.53,4,0.0,0.0,0,1
331,7384,1,1,11.92,10,1.27,0,43.68991139610236,4.192075723644831,0,0
332,7392,0,0,11.92,25,0.21,1,22.0,0.8,0,0
333,7428,1,1,11.92,19,1.78,2,62.7,5.7,0,0
334,7452,1,0,8.96,20,0.7160392094986286,0,0.0,0.0,0,1
335,7465,1,1,5.22,13,0.7160392094986286,0,0.0,0.0,0,1
336,7495,0,0,5.34,13,0.7160392094986286,0,0.0,0.0,0,1
337,7502,1,1,10.95,0,0.7160392094986286,0,0.0,0.0,0,1
338,7537,0,0,5.62,10,0.7160392094986286,0,0.0,0.0,0,1
339,7560,1,0,11.91,22,1.28,0,35.8,2.1,0,0
340,7568,0,0,8.09,12,0.7160392094986286,0,1.5,0.2,0,1
341,7592,0,0,5.84,15,0.0,2,0.0,0.0,0,1
342,7607,0,0,11.91,24,0.7160392094986286,0,120.3,10.0,0,0
343,7650,1,0,6.71,23,0.7160392094986286,2,0.0,0.0,0,1
344,7674,0,0,7.62,23,0.7160392094986286,0,1.5,0.2,0,1
345,7690,0,0,8.44,19,0.0,0,1.7,0.3,0,1
346,7695,1,0,11.91,20,1.3,1,34.2,5.1,0,0
347,7696,0,0,5.6,0,0.7160392094986286,0,0.0,0.0,0,1
348,7714,1,1,11.91,10,1.13,0,7.5,1.1,0,0
349,7778,0,0,5.44,13,0.7160392094986286,0,0.0,0.0,0,1
350,7813,0,0,7.23,23,0.7160392094986286,0,4.2,0.3,0,1
351,7829,0,0,6.88,24,0.7160392094986286,1,0.0,0.0,0,1
352,7830,1,0,10.75,6,0.0,0,23.4,1.9,0,1
353,7877,0,0,5.47,21,0.7160392094986286,0,0.0,0.0,0,1
354,7884,0,0,5.5,0,0.7160392094986286,0,0.0,0.0,0,1
355,7916,0,0,7.62,23,0.7160392094986286,0,0.5,0.0,0,1
356,7953,1,0,9.46,25,0.0,0,34.0,2.3,0,1
357,7967,1,0,11.05,30,0.0,0,115.1,7.0,0,1
358,7992,1,0,5.44,21,0.7160392094986286,0,0.0,0.0,0,1
359,7994,1,1,11.8,22,1.17,0,51.4,6.5,0,0
360,8006,1,1,11.8,25,1.68,0,51.6,5.1,0,0
361,8011,1,1,11.8,57,0.7160392094986286,0,156.0,12.8,0,0
362,8034,0,0,7.1,12,0.7160392094986286,0,15.0,0.8,0,1
363,8036,1,0,7.15,0,0.7160392094986286,0,0.3,0.0,0,1
364,8037,1,0,7.16,0,0.7160392094986286,0,0.0,0.0,0,1
365,8058,1,1,11.79,20,0.54,0,56.4,5.4,0,0
366,8109,1,0,10.69,40,0.49,1,611.9,54.7,0,1
367,8134,1,0,8.34,18,0.7160392094986286,0,11.2,0.6,0,1
368,8195,1,0,7.71,0,0.7160392094986286,0,1.8,0.2,5,1
369,8230,1,1,11.76,25,0.1,0,10.6,0.8,0,0
370,8255,1,0,9.85,34,0.0,0,43.8,7.1,0,1
371,8332,1,0,10.81,33,0.7160392094986286,0,7.7,1.2,0,1
372,8338,0,0,6.67,13,0.7160392094986286,0,0.0,0.0,0,1
373,8346,1,0,11.74,3,0.7160392094986286,0,4.3,0.3,1,0
374,8373,1,1,5.7,0,0.7160392094986286,0,0.0,0.0,6,1
